地址,电话,传真,公司网址,主营产品,企业名称,数据来源
上海市青浦区华新镇马阳村128号,86-021-39805866-,86-021-39805867-,http://www.gw-sh.com,"铝管,铝棒,铝门窗,铝合金,散热器,铝型材,铝制品",上海得旺铝型材厂,http://dewang.alu.cn/supply.html
广东省深圳市龙岗区南联植物园路352号,86-0755-89617219-,86-0755-89617219-,,"铜合金,铝合金,不锈钢,工具钢,钛合金,铁素体,模具钢,钨钢",深圳市悦丰达金属材料有限公司,http://yfdjscl.alu.cn/supply.html
深圳市宝安区松岗街松岗大道,86-0769-81888860-,86-0769-27204509-,,"铝合金切削液,铝加工油,铝合金切削油,防锈乳化油,铝拉伸油,铝线拉丝油",深圳市德美吉实业有限公司,http://dmgoil.alu.cn/supply.html
河南省新乡市卫滨区八里营工业区,86-0373-2685893-,86-0373-2682867-,http:www.zdszz.com,"振动筛分设备,输送设备,矿山设备制造,提升设备",新乡市振泰机械有限公司,http://zhentaiyy123.alu.cn/supply.html
青岛市城阳区,86-0532-68011062-,86-0532-68011062-,,"铝板,铝型材",青岛嘉祥铝业有限公司,http://qdjxly.alu.cn/supply.html
北京市门头沟区石龙经济开发区永安路20号,86-010-58479998-,86-010-58479998-,,"锡锭,电解铜,锌锭,铝锭,铅锭,阴极铜,电解镍",北京灏鼎盛国际贸易有限公司,http://hds9998.alu.cn/supply.html
浦东新区泥城镇新城路2号24幢N2267室,86-021-51098996-,---,,"电解铝,镍板,铜锭,铝锭,电解锡,电解锌,电解铜",上海泽州贸易有限公司,http://zezhou500.alu.cn/supply.html
无锡市洛社镇盛巷村312国道旁,86-0510-83832518-,86-0510-83832518-,,"铝合金灯光架,铝合金舞台,钢铁舞台,钢铁桁架,脚手架,合唱台,雷亚架",无锡市洛社镇常元五金厂,http://wxcyjs.alu.cn/supply.html
昆山市巴城环城西路,86-0512-57807178-,86-0512-57899721-,www.kstdbc.com,"铝箔袋,真空袋,屏蔽袋,玻纤铝箔袋,stp外墙保温板,防静电铝箔袋,防潮铝箔袋,防静电屏蔽袋",昆山帝天包装材料有限公司,http://kstdbc.alu.cn/supply.html
东升镇裕民工业区,86-0760-22222662-,0760-0760-22222775-,http://www.zstape.com,"3M胶带,3M双面胶,积水胶带,导热双面胶,日东胶带,3M泡棉胶带,胶带模切、冲型,汽车泡棉双面胶",中山市华芸电子材料制品厂,http://huayunjd.alu.cn/supply.html
http://yuanshao0751.alu.cn/supply.html
苏州市吴中区1168号国际教育园电子楼,86-0512-86883903-,010-0512-66210293-,www.cjseti.org,"传感器EMC认证,LED灯具CE认证,纺织品UL94阻燃测试,FCC认证,金属成分分析,物理性能测试,可靠性试验,IP防护等级测试",苏州市电子产品检验有限公司,http://ctsjennysong.alu.cn/supply.html
东莞市樟木头镇樟洋富竹工业区三街一号,86-0769-82600378-,86---,,"全自动卷对卷丝印机,半自动丝印机,IMD/IML热压成型机,数控3D冲切机,烘箱,隧道炉,UV光固机,覆膜机",东莞力超电子科技有限公司,http://lichaox.alu.cn/supply.html
东莞凤岗五联盛联路20号华顺工业园B栋2楼,86-0769-82552520-800,86-0769-82552530-,"www.tinsmaker .com","茶叶罐,保健品罐,糖果罐,饼干盒,笔盒,表盒,眼镜盒,套罐",东莞天视美制罐有限公司,http://chris5672.alu.cn/supply.html
江苏省常州市武进区遥观镇勤新村56号,86-0519-88355679-,86-0519-88355223-,www.zgptly.com,"铝型材框架,铝型材工作台,流水线,配件",常州蒲田铝制品厂,http://czputian8.alu.cn/supply.html
江苏省丹阳市运河镇,86-0511-86907997-,86-0511-89884888-,省丹阳市运河镇,www.jsjinxing.com,"电热丝,镍铬,镍材,电阻合金,不锈钢焊丝,铁铬铝","更多",http://topalloy.alu.cn/supply.html
深圳市宝安区沙井镇北环大道新综合大楼502室,86-0755-29371655-,86---,,"膜厚仪,膜厚测试仪,电镀膜厚仪,半导体膜厚仪,X-RAY膜厚仪,镀金膜厚测试仪",金东霖科技有限公司,http://zd990225.alu.cn/supply.html
河南省巩义市米河镇东竹园工业区国道656公里处,86-0371-64334888-,86---,,"铝板,铝卷,铝箔,铝带,幕墙板,铝天花",郑州福昌铝业有限公司,http://a789418618.alu.cn/supply.html
广东省广州市海珠区南洲路宝兴街34号,86-020-34021102-,86-020-89619071-,,"铝银粉,铝银浆,铜金粉,温变粉,光变粉",宙大化工有限公司,http://zhouda.alu.cn/supply.html
江阴市顾山镇锡张路182号,86-0510-86323008,86-0510-86329998,www.huahualvye.com,"工业铝材,太阳能边框,LED铝材",江阴市海华铝业有限公司,http://haihualvye.alu.cn/supply.html
上海市奉贤区大叶公路6758号4幢536室,86-021-61533736-,86-021-31373763-,,"电解铜,铝锭,锌锭,铅锭,锡锭,电解镍,镁锭,锑锭",上海守熙贸易有限公司,http://shouxi586.alu.cn/supply.html
张家港南丰镇东港村四组,86-0512-58622823-,86---,,倒角机,张家港中金泰富精密机械有限公司,http://zjyf001.alu.cn/supply.html
北京市宣武区广安门南滨河路23号立恒名苑大厦,86-010-63326034-8012|86,86-010-63326024-0,www.jwgb.net,"比表面,比表面积仪,孔径分析测试仪,孔隙率测定,比表面及孔径分析测试仪,真密度仪,孔容积,微孔分析测试仪",北京精微高博科学技术有限公司,http://jwgblzz.alu.cn/supply.html
东莞市南城区白马管理区黄金路华博物流园E栋31号,86-0769-22384486-,86-0769-22386265-,www.yifeng-alu.com,"工业铝材,工业铝型材,工业生产线,铝型材配件,钣金制作,挤压型材,压铸铝材,有机封板",东莞市亿丰铝业有限公司,http://shenjun2012sj.alu.cn/supply.html
江苏省昆山市玉山镇震川西路226-5号,86-0512-55238988-,86-0512-55238966-,,"1060铝板,花纹铝板,纯铝板,雕花铝板,氧化铝板,5052#铝板,打孔铝板,超宽铝板",昆山冠前金属有限公司,http://ksgq.alu.cn/supply.html
河北唐山,86-186-18422232-,86---,www.jinlilvcai.com,幕墙系列+断桥系列+平开推拉系列+工业型材系类,河北金利铝业,http://kkkhhh789.alu.cn/supply.html
宝安区沙井南环路和西环路交叉口明鑫工业区2栋2楼,86-0755-29962911-,86-0755-29021655-,http://www.shenzhentiemoji.com,"贴标机,覆膜机,复卷机,贴膜机,套标机,分页机,套膜机,灌装机",深圳中现自动化设备有限公司,http://chytbj.alu.cn/supply.html
广州市白云区沙太路大源南边村2号,86-020-87430557-,86-020-87435679-,www.gzxinlv.com.cn,"加工及生产工业铝型材,加工及生产铝合金制品,各种铝型材深加工,生产及销售体育配套器材",广州新铝铝型材有限公司,http://gzxinlv.alu.cn/supply.html
广州市番禺区南村镇草堂金坑工业区路10号,86-020-39177688-,86-020-39177088-,http://www.deeri.com.cn,"喷雾风扇,喷雾风机,喷雾系统,高压清洗设备,喷嘴,超声波加湿器,高压喷雾设备,雾森系统",广州市迪瑞喷雾机械有限公司,http://lijianhua8706.alu.cn/supply.html
东莞市南城区白马管理区华博物流E栋31号,86-0769-22384486-,86-0769-22386265-,www.yifeng-alu.com,"工业铝型材,工业铝型材配件,流水线型材,机架制作,钣金制作,紧固件,锌铝压铸件,PVC配件",东莞市亿丰铝业有限公司,http://shenjun2014sj.alu.cn/supply.html
湖南长沙望城县金星路109号,86-0731-82852670-,86---,,铝型材,湖南晟通科技集团,http://cww446752651.alu.cn/supply.html
河北省沧州市纸房头工业园区,86-0317-4958902-,86---,,"拖链,防护罩,工作灯,排屑机,钢板护罩",河北瑞奥机件制造有限公司,http://hebeiruiao.alu.cn/supply.html
上海市宝山区友谊路1868弄33号1801室,86-021-56108966-,86-021-56100687-,http://www.shly998.com,"彩涂卷,宝钢彩涂卷,烨辉彩涂卷,博也格彩涂卷,镀铝锌彩涂卷,宝钢黄石彩钢卷,宝钢镀铝锌,镀铝锌彩钢板",上海市力营实业有限公司,http://shlywsm.alu.cn/supply.html
"沙井镇沙一村万安路长兴科技园10栋  欧华包装",86-0755-29545339-8339,86-0755-29545390-,www.alpha-pack.net,"热收缩包装机,袋装包装机,面膜专用充填封口机,不干胶贴标机,枕式、卧式包装机,小瓶灌装锁盖一体机,预制袋给袋式包装机,真空包装机",欧华包装设备（深圳）有限公司,http://qq2011005606.alu.cn/supply.html
江阴市澄江街道食品城团结河路江苏海罗斯阀业有限公司,86-0510-86105209-,86-0510-86105699-,http://www.herosivalve.com,"低温球阀,低温安全阀,调节阀,低温球阀,低温高压截止阀",江苏海罗斯阀门有限公司,http://hailuosi456.alu.cn/supply.html
广东省佛山市顺德区杏坛镇工业区,86-0757-63214954-,86-0757-27778986-,,"PEEK,PEI,PSU,PVDF,POM,PAI,PA,PMMA",佛山市斯维尔绝缘材料有限公司,http://siweier.alu.cn/supply.html
上海市松江区思贤路888弄51室,86-021-60525470-,86-021-67681311-,,"西门子数控系统,西门子PLC,西门子连接器,西门子电缆电源,西门子低压,西门子伺服电机",上海西承自动化科技有限公司,http://shui1839.alu.cn/supply.html
佛山南海官窑黎岗工业区,86-0757-85505933-,86-0757-85580566-,http://huike.alu.cn,"挤压铝型材,铝制品深加工,表面处理",佛山市南海汇科铝制品有限公司,http://huike.alu.cn/supply.html
湖南省长沙市雨花区花桥路劳动东路口,86-0731-88944244-,86-0731-88944464-,www.hunanlvcai.com,"冷冻集装箱型材,交通运输型材,散热器型材,梯用型材,设备型材,建筑模板材,棒材,铝排",湖南省长沙市南平铝业有限公司,http://nanzhonglvcai888.alu.cn/supply.html
深圳市宝安区宝安大道274号,86-0769-81157800-,86---,,"铝板,铜板,铝棒,铜棒,铝管,铜管,绝缘材料,不锈钢",深圳市安天威金属材料有限公司,http://antianweijinshu.alu.cn/supply.html
广东南海区九江金属材料市场b2区3号,86-0757-81021469-,86-0757-81775927-,http://www.wceo.icoc.cc,"别墅庭院门,别墅阳台栏杆,别墅围栏,别墅防爆铝门",广东大周别墅门业有限公司,http://dzceooo.alu.cn/supply.html
成都市崇州经济开发区,86-028-69864337-,86-028-68731963-8003,www.artech-graphite.com,"石墨板,石墨转子,石墨转轴,石墨坩埚,石墨电极,石墨环,多种石墨件",成都阿泰克特种石墨有限公司,http://sb988116.alu.cn/supply.html
安徽泾县经济开发区新昌路,86-0563-5092900-,86-0563-5027568-,www.ahwbbf.com,"IHW氧化专用泵,化工泵,磁力泵,氟塑料自吸泵,氟塑料液下泵,不锈钢化工泵",安徽皖博泵阀制造有限公司,http://zcpjay.alu.cn/supply.html
佛山南海大沥中建博美铝材五金城,86-0757-63392596-,86-0757-88592127-,,"高隔间,高间隔隔墙隔断,办公隔断,铝合金踢脚线,生态门,铝百叶窗帘,隔断五金配件,隔断铝合金型材",佛山佰斯通铝业有限公司,http://fsbstly.alu.cn/supply.html
广东省佛山市南海区里水镇河村石荣工业区1、2、3、4座,86-0757-85601195-,86-0757-85601195-,www.nuoxin.com,"铝型材,立体手感木纹,幕墙、天花吊顶,木纹转印,耐候4D氟碳木纹,耐候3D木纹,耐候刨花木纹,耐候三维立体木纹",广东诺信专业涂装铝材销售事业部,http://wife.alu.cn/supply.html
"虎门镇北栅 仁中岗凤兴二路2号区",86-0769-85257967-,86-0769-86093869-,http://www.dgjinzhu.com/,"抛光机,拉丝机,自动抛光机,平面抛光机,不锈钢抛光机,圆管抛光机,旋压机,砂带机",东莞市金铸机械设备有限公司,http://jinzhu88.alu.cn/supply.html
浙江嘉兴市嘉善县长秀路188号,86-0573-84061550-,86---,,"汽配,航空航天产品,精密机械产品,精密电子,铝合金",苏州吴模机械有限公司嘉兴工厂,http://welldomore.alu.cn/supply.html
"林州市桂林镇油村 【全国客户免费咨询电话：400-666-7976】",86-0372-6768666-,86-0372-6768666-,http://www.lzytts.com/,"石墨电极,细颗粒石墨方,石墨板,石墨电极接头,石墨电极接头,石墨圆饼,制氟阳极",林州市裕通碳素有限公司,http://lzytts.alu.cn/supply.html
深圳市龙岗区同乐深汕公路567号富利工业区,0755-89908984,0755-89908965,http://www.szaolite.com,人造石设备+机械设备+化工设备+搅拌机+分散机+覆膜机+砂光机+隧道炉,深圳奥力特化工产品有限公司,http://szaolite118.alu.cn/supply.html
上海市宝山区丰翔路,86-021-56551158-,86-021-56551158-,http://www.kaiquan.com,"离心泵,化工泵,排污泵,磁力泵,消防泵,多级泵,隔膜泵,浓浆泵",上海凯全泵业制造有限公司,http://kaiquanshuibeng.alu.cn/supply.html
苏州市吴中区木渎镇金枫南路1258号,86-0512-89881967-,"86-0512-82175327 -",,"锌锭,铝锭,AOO铝,镍,电解铜,铜锭,锡锭,金属钴",苏州拓远鑫贸易有限公司,http://sztyx888.alu.cn/supply.html
辽阳经济开发区,86-0139-41950743-,86---,,"制氮机,氢氧发生器",辽阳方泰能源科技开发有限公司,http://cqy19940917.alu.cn/supply.html
河北省保定市雄县东部开发区,86-0312-5759192-,86-0312-5729192-,http://lcy88666.cn.gongchang.com,"铝合金箱,铝合金化妆箱,铝合金包装箱,铝合金仪器箱,铝合金工具箱,铝合金设备箱,铝合金医药箱,铝合金军备箱",宏飞铝合金仪器箱厂,http://lcy88666.alu.cn/supply.html
广东省深圳市宝安区福永,86-0755-27692059-,86---,,"铝合金LED洗墙灯,铸铝LED投光灯,铝型材LED路灯外壳,车铝LED瓦楞灯,铸铝LED地埋灯,LED泛光灯铝灯体,T8LED灯管铝底座,LED灯具铝配件",深圳健胜灯具公司,http://dengjuled.alu.cn/supply.html
广东省佛山市南海大沥桂和路广三铁道桥边,86-0757-1857585-7794,86-0757-85579292-,www.huahao-alu.com,"铝型材,建筑铝型材,工业铝型材,压铸铝型材",广东华豪铝型材有限公司,http://ouxiangqun.alu.cn/supply.html
无锡市锡山区八士镇联新村工业园区,86-0510-83782589,86---,市锡山区八士镇联新村工业园区,www.jerry9528.eb80.com,"欧宝锯片,SST锯片,多片锯,型材锯,木工锯,锐无敌锯片,和源锯片,切铝锯片","更多",http://jerry9528.alu.cn/supply.html
济宁市高新区,86-0537-2065199-,86-0537-2938185-,,"铝板,铝棒,铝管,铝带,门窗铝型材,铝合金制品,幕墙铝型材,氧化铝型材",山东虎标铝业有限公司,http://hnkj369.alu.cn/supply.html
南村镇市头村东线大道东顺工业园,86-020-28976302-,86-020-31075926-,,"高频感应加热,高频机,中频熔炼炉,中频锻造炉,高频淬火机,高频钎焊机,超高频加热机,数控淬火机床",广州旺鑫机电设备有限公司,http://gdwangxin.alu.cn/supply.html
广东省东莞市长安镇乌沙S358省道时富五金广场A114铺,86-0769-81888106-806,86---,,"菱科冷却塔,水泵,电机,冷水机,风机,冷却塔配件",东莞市森晟机电设备有限公司,http://asenchengjian.alu.cn/supply.html
佛山市南海区大沥镇九龙大道,86-0757-85772259-,86-0757-89914002-,www.al7075.com,"铝棒,铝板,铝管,铝排,铝型材",佛山市万钧金属有限公司,http://zengtao1989.alu.cn/supply.html
河北省衡水市武强县徐庄工业区30号,86-0318-8531141-,86-0318-3959802-,,"气动点焊机,气动对焊机,龙门排焊机,钢筋调直机,点焊机,对焊机,变压器,焊机配件",武强县盛泰华焊接设备有限公司,http://wqshengtaihua.alu.cn/supply.html
浙江省温州市永嘉县瓯北镇浦西龙潭垟工业园4号,86-0577-66998093-,86-0577-66998084-,http://www.chinazyfm.icoc.cc/,"闸阀,截止阀,止回阀,蝶阀,球阀,安全阀,排气阀,调节阀",志远科技有限公司,http://zyfm67373801.alu.cn/supply.html
湖南省长沙市金星路109号晟通长沙产业园,86-0731-82852814-,86-0731-82852814-,www.chinasnto.com.cn,"铝模板,铝合金汽车,铝型材,铝板箔,原铝,新材料,发电,新型房地产",晟通科技公司,http://snto001lvmuban.alu.cn/supply.html
上海闵行七宝镇九星二期星富街25幢6-7号,86-021-33880657-,86-021-39651802-,,"铝板,铝棒,铸造板,铣面板,铝管,铝排,铝方",上海协程铝业有限公司,http://andy2115611.alu.cn/supply.html
武汉市东湖高新技术开发区关山二路楚天激光科技大厦,86-027-87801255-,86-027-87801255-,http://www.chutianlaser.com,"激光切割机,激光焊接机,激光打标机,激光雕刻机,激光打孔机",武汉楚天工业设备有限公司,http://niang1212.alu.cn/supply.html
成都市花圃路南一巷金房商城A区68号,028-66573285,028-66803945,http://,"铝合金医药箱,铝合金航空箱,铝合金工具箱,铝合金筹码箱,军用箱；,铝合金模型箱,铝箱,展示箱",成都市惠源欣五金工具商行,http://yangjinrong.alu.cn/supply.html
江苏省昆山市张浦德国工业园,86-512-36601119-8008,86-512-36601119-,,"阀门保温套,可拆卸式保温套,软质保温套,软质保温衣,软质保温被,管路保温套,管道保温套,化工厂可拆卸式保温套",昆山能生源节能设备有限公司,http://sungny.alu.cn/supply.html
"广东 东莞市长安镇S358省道霄边路段",86-0769-85849735-|86,86-0769-85342595-,http://qiyitonglv.cn.china.cn/,"铜材,铝材,不锈钢材",祈亿铜铝,http://qiyitl.alu.cn/supply.html
河北省衡水安平县红旗大街东头纬二路交叉口安鹏集团院里B5区,86-0318-7891314-1316,86-0318-7891315-1316,http://lvbanwang.net,"汽车过滤器专用钢板网,空调出门口专用铝箔网,建筑装饰专用彩色氧化铝板网,防护专用铝网,农业防护钢板网,护栏,小区护栏,高铁屏障",光大钢铝板网厂,http://chenxuhong123.alu.cn/supply.html
江西省宜春市奉新县上富镇八角亭路,86-0795-4632399-,86-0795-4632399-,http://shop1350981206496.1688.com/,"铝材铬化剂,铝材铬磷化剂,铝材化学氧化剂,硅烷处理剂,铝材酸性脱脂剂,铝材常温除油粉,铝材碱蚀剂,铝材砂面剂",宜春安迪化工科技有限公司,http://andykeji.alu.cn/supply.html
沈阳市于洪区洪润路36-1号中国机床城1号厂房,86-024-31232171-,86-024-31232171-,http://www.sy-sk.com/,"加工中心,数控加工中心,立式加工中心,CNC加工中心,龙门加工中心",沈阳巨浪特种机床科技有限公司,http://shenyangjulang.alu.cn/supply.html
成都武侯区武侯大道266号,86-028-83062006-,86-028-83062006-,www.cdhaobo.com,成都三面翻+三面翻广告牌+三面翻+三面翻设备+供应三面翻+三面翻制作+三面翻厂家+三面翻控制器,成都皓博科技有限公司,http://cdhbkj12.alu.cn/supply.html
江苏无锡市澄江镇璜塘上村工业园,86-0510-86109859-,86-0510-86105699-,http://www.putailong.com,"阻火器,过滤器,安全阀,止回阀,截止阀,低温阀,闸阀",江苏普泰隆阀业有限公司,http://ptlong456.alu.cn/supply.html
河北省河间市沙河区工业区,86-185-21388688-,86-021-62565377-,en.changfengwire.com,"潜油泵电缆,铝合金电缆,电力电缆,防火电缆,控制电缆",常丰线缆有限公司,http://changfengwire.alu.cn/supply.html
香河县钱旺工业区,86-137-01080653-,86-0316-2353729-,,"北京铝型材,北京幕墙铝型材,北京工业铝型材,北京铝型材厂家,北京铝型材销售,北京铝型材方管,北京铝型材加工,北京幕墙铝型材厂家",香河县中辰铝业有限责任公司,http://ljq9304.alu.cn/supply.html
佛山南海大沥桂和路段,86-0757-85772259-,86-0757-89914002-,南海大沥桂和路段,http://www.al7075.com,"铝板,铝棒,铝管,铝排,铝型材,六角铝管/棒,无逢铝管,氧化铝板","更多",http://zengtao1988.alu.cn/supply.html
江苏省无锡市惠山区堰桥工业园界泾,86-0510-83743648-,86-0150-83574789-,,"黑白膜,蓝膜,透明膜,绿膜,铝板保护膜,型材保护膜,铝板冲压膜,彩钢板保护膜",无锡海发塑膜制品厂,http://xxj3132.alu.cn/supply.html
山东省曲阜市经济开发区沃德工业园区,86-0537-4567326-,86-0537-4567326-,www.wodehubiao.com,"普铝,断桥铝,节能环保铝材,铝型材,铝型材窗户",山东沃德虎标铝材有限公司,http://worldhubiao.alu.cn/supply.html
深圳市龙华新区民治街道民旺路七星商业广场B603,86-0755-61574326-,"86-0755-61673576 -",,"AOO铝锭,锡锭,锌锭,电解铜,电解镍,铅锭",深圳市铜金仓金属材料有限公司,http://tjcmy.alu.cn/supply.html
石家庄市灵寿县南环东路183号,86-0311-82553059-,86-0311-82553059-,http://www.wuyuezhiyao.cn,"氢氧化铝原料药,药用氢氧化铝,医药氢氧化铝,氢氧化铝药粉,氢氧化铝干胶,氢氧化铝医药,三硅酸镁,药用三硅酸镁",石家庄五岳制药厂,http://wuyuezhiyao.alu.cn/supply.html
东莞市大岭山太公岭工业区双岭街十二巷6号,86-0769-82621119-,86-0769-82626265-,,"铝材锯片,超薄锯片,多片锯锯片,木工锯片,相框亚克力锯片,高速钢锯片,裁板锯锯片,进口锯片",东莞智欣行刀具有限公司,http://zhangquan5131.alu.cn/supply.html
中国●郑州中原区郑上路许庄工业园168号,86-0371-60939811-,86-0371-60939011-,,"铝合金框,铝合金灯箱,宣传栏,海报架,LED灯箱,灯箱,报栏,框",郑州钧道商贸有限公司,http://jundao.alu.cn/supply.html
天津市金锡源市场A-07号,86-022-86949106-,86---,,"铝管,铝板,铝棒",天津市中联永盛钢铁有限公司,http://tjszlys.alu.cn/supply.html
中国广东佛山市南海区大沥奇槎占村工业区,86-757-82737731-,"86-82737731-80346465 -",http://fsouding.cn.alibaba.com,"铝管样品册,铝箱,铝材样品盒,铝线条手提板,铝山槽样品盒,铝样块品册,铝材色卡,铝材色标",佛山欧顶工艺包装厂,http://fsouding.alu.cn/supply.html
宁波市鄞州区鄞县大道1289号,86-0574-89251959-,86-0574-89251969-,,"铝板,铝棒,铝管,铝卷",宁波钢发金属材料有限公司,http://nbgfjs88.alu.cn/supply.html
http://binshan.alu.cn/supply.html
新华工业园区,86-0411-39939387-,86-0411-39939387-,http://www.dl-liche.com,"立车,数控立车,大连立车,单柱立车,双柱立车,半自动多刀立车",大连昌盛机床有限公司,http://changshengdl.alu.cn/supply.html
无锡市滨湖区梁青路555号龙山大厦630,86-0510-85899515-803,86-0510-85899516-,www.wxotp.com,"O型圈,星型圈,组合垫圈,橡胶球,油封,ED圈,气动密封圈,密封圈",无锡沃尔顶密封技术开发有限公司,http://masotp.alu.cn/supply.html
广东省肇庆市四会大旺高新技术开发区,86-0758-3981898-,86-0758-3981898-,http://www.steel-king.cn,"精密铸造,不锈钢铸件,熔模铸造,水暖五金铸造,建材五金,家居五金,精密铸件,汽配铸件",肇庆市钢王金属制品有限公司,http://steelking.alu.cn/supply.html
浙江省上虞市梁湖工业区晾网山路1号,86-575-82505057-,86-575-82213795-,www.zjziqiang.com,"铝型材,铝管,铝棒,铝板,铝排",浙江自强铝业有限公司,http://zjziqianglvye.alu.cn/supply.html
北京市海淀区复兴路乙12号9层,86-010-63971911-,86-010-63971911-,www.bj-inspect.com,"铝业检测设备,热分析实验设备,炭块二氧化碳反应性测定仪,粉末电阻率测定仪,炭块电阻率测定仪,炭块空气渗透率测定仪",北京英斯派克科技有限公司,http://yingsipaike.alu.cn/supply.html
西安市未央区草滩六路,86-029-62817888-,86-029-62817818-,www.xianjuneng.cn,"气体分析仪,露点仪,报警仪,CEMS检测仪,水泥气体设备,冶金气体设备,电石气体设备,焦化厂气体设备",西安聚能仪器有限责任公司,http://fanye901212.alu.cn/supply.html
安徽博望工业园,86-0555-3700780-,86-0555-3700781-,http://www.slcncm.cn,"卷板机,剪板机,咬口机,手动折边机,折弯机,冲床,冲剪机",马鞍山华源机械厂,http://mashyjxc.alu.cn/supply.html
江苏省徐州市云龙区和平大道7号,86-0516-66629127-,86-0516-83888505-,http://xzydlzp.cnal.com/,"瓦楞铝板,铝圆片,铝型材及深加工,铝卷,铝带,花纹铝板,合金铝板,纯铝板",徐州誉达铝制品,http://kisswang00.alu.cn/supply.html
深圳龙华观澜铭可达物流园5B,86-0755-23159773-846,86---,,"锌合金,铝合金,压铸件,钣金冲压,多轴压铸,通讯部件,医疗器械,门窗部件",深圳市银宝山新压铸科技有限公司,http://basis.alu.cn/supply.html
东莞市大岭山镇振华中路33号,86-0769-85099016-,86-0769-85095816-,市大岭山镇振华中路33号,www.gdxmjs.com,"铝棒,铝板,铝线,铝带,铝管,铜板,铜棒,不锈钢","更多",http://gdxmjs.alu.cn/supply.html
天津市东丽区大毕庄北方五金城C18-2,86-022-58053917-,86-022-84813685-,www.tj-xtm.com,"液压机、气动压床,四柱油压机、增压压床,弓形油压机、按键冲边机,快慢速油压机，液压站,IMD热压成型机,压铸品冲边机,数控油压机,落地式油压机",鑫铭机械设备有限公司,http://yangguohui179.alu.cn/supply.html
青岛市黄岛区铁山工业园海西中六路378号,86-0532-82125119-8201,86-0532-82120119-,http://www.qdzyxf.com,"感温电缆,超细干粉灭火装置,气溶胶,泡沫喷雾灭火装置,火探管",青岛中阳消防科技有限公司,http://zyxfwy119.alu.cn/supply.html
宁波市鄞州区藕池板桥工业区,86-0574-27815118-,86-0574-56877109-,http://www.zjcsb.com,"宁波超声波清洗机,义乌小超声波清洗机,小型超声波清洗机,五金零件超声波清洗机,餐具除油清洗机,抛光蜡清洗机,阀门超声波清洗机,清洗设备",宁波博尔超声波设备有限公司（销售部）,http://boercsb06.alu.cn/supply.html
杭州江干区富春路789号,86-0571-86090065-,86-0571-56715666-,www.hengxunchina.com,"肯德基门,自动感应门,自动旋转门,铝合金门,麦当劳门,医用门,推拉门,德克士门",杭州恒迅自动门有限公司,http://hengxundoor.alu.cn/supply.html
厦门市思明区湖滨东路湖光大厦18层A单元,86-592-5856272-,86-592-5165561-,http://www.zxdadsqc.com,"施耐德140系列,AB,1756模块PLC,1746模块PLC,1785系列模块,西门子,1747模块PLC",厦门仲鑫达自动化设备有限公司,http://ab1756l61.alu.cn/supply.html
昆明市官渡区碧水蓝天小区2幢3号,86-0871-66940111-,86-0871-66940111-,www.fssqjs.com,"铝锭,锌锭,铅锭,镁锭,锡锭,铜锭,合金锌锭,合金铝锭",昆明亘锐金属材料有限公司,http://gr5678.alu.cn/supply.html
昆山市周市镇茂源路64号,86-0512-36905045-,86-0512-36905045-,http://www.jrlqt.com,"冷却塔整机,冷却塔配件,冷却塔水泵,冷却塔电机,良研冷却塔,玻璃钢冷却塔,高温冷却塔,逆流冷却塔",昆山良邦机械设备有限公司,http://liuzy666.alu.cn/supply.html
深圳市福田区红岭中路南国大厦2栋13楼,86-0755-22274606-807,86-0755-22658525-,www.szzdlt.net,"HASKEL,气动增压泵,SC气动增压,BUTECH,高压高温阀门,HASKEL,高压阀门",深圳市正大流体机电设备有限公司,http://szzdlt136.alu.cn/supply.html
济南市盖世农贸城东500米，济青零点高速路口北邻,86-0531-88602480-,86-0531-88608130-,http://www.xytly.com,"铝板,铝卷,铝棒,铝圆片,合金铝板,氧化铝板,镜面铝板",济南信义通铝业有限公司,http://xintonglvye.alu.cn/supply.html
福建省厦门市集美区,86-592-6263087-,86---,,"铝合金重力铸造机,铜合金重力铸造机,全自动砂芯机,混砂机,测试机,恒温水龙头测试机,卫浴五金测试机,五金加工设备",金贝诺（厦门）有限公司,http://pino.alu.cn/supply.html
重庆市九龙坡区冬山路1-8号（建设雅马哈摩托车公司旁）,86-023-68617887-,86---,,"工业铝型材,生产线铝型材,流水拉铝型材,倍速链铝型材,皮带线铝型材,插件线铝型材,组装线铝型材,护边铝型材",重庆汇利兴工业自动化设备有限公司,http://hlxpj7773.alu.cn/supply.html
河北省廊坊市固安县林城工业区,86-0316-6238889-,86---,http://www.lcsyly.com,"液压油滤芯,滤芯,黎明滤芯,贺德克滤芯",廊坊市龙驰盛源过滤器材有限公司,http://lcsylvye.alu.cn/supply.html
中山市小榄镇永宁社区怡美街46号,86-0760-22131234-,86-0760-86713432-,,"不锈钢环保钝化液,国家专利不锈铁钝化液,不锈钢表面处理,铜铝材表面处理,清洗剂,不锈钢环保电解抛光系列",东莞凯盟表面处理技术开发有限公司中山分部,http://kaimengtian1.alu.cn/supply.html
杭州市下城区建国北路281号24B室,86-0579-87158282-,86-0579-87158282-,http://www.pchb8.com/,"垃圾桶,垃圾箱,果壳箱,果皮箱,垃圾车,公园休闲椅",杭州鹏创环保科技有限公司,http://pchb2010.alu.cn/supply.html
